what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildProject",1313865548987
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865549329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865551325
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1313865551952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865552328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865554178
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1313865568608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313865570037
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313865573154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865573529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865574248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313865597740
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313865602705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865603038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865605131
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1313865608265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865608638
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313865610666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313866234620
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313866236658
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313866236924
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1313866239148
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313866240534
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313866241671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313866242062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313866243989
