what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313911460594
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313911461694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911461994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911462614
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313911472214
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313911473214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911473524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911474134
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1313911478844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911483914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911638746
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313911641806
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313911653966
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313911656366
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313911656526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313911662816
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313911663986
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911664286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911666546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313911735776
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313911739226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313911742116
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313911743916
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1313911754216
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313911761116
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313911764586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911764876
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911766676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911963666
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313911969266
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313912804056
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313912805067
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912805347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912806097
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313912811497
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313912812367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912812647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912813327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313912825067
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313912825827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912826127
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912826697
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313912983877
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1313912984657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912984947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313912987107
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1313913150199
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913150869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913153599
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1313913153609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913155729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913158239
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1313913158249
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913160609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313913167179
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.properties",1313913167189
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1313913168269
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1313913168619
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1313913168739
